,Country Name,Country Code,variable,value
2274,Isle of Man,IMN,CO2 emissions (kg per PPP $ of GDP),
2275,Israel,ISR,CO2 emissions (kg per PPP $ of GDP),0.172926829220618
2276,Italy,ITA,CO2 emissions (kg per PPP $ of GDP),0.124673580644108
2277,Jamaica,JAM,CO2 emissions (kg per PPP $ of GDP),0.29087692929327
2278,Japan,JPN,CO2 emissions (kg per PPP $ of GDP),0.209668400362897
2279,Jordan,JOR,CO2 emissions (kg per PPP $ of GDP),0.241724146616085
2280,Kazakhstan,KAZ,CO2 emissions (kg per PPP $ of GDP),0.461125700879652
2281,Kenya,KEN,CO2 emissions (kg per PPP $ of GDP),0.0831701279207013
2282,Kiribati,KIR,CO2 emissions (kg per PPP $ of GDP),0.299195114801071
2283,"Korea, Dem. People's Rep.",PRK,CO2 emissions (kg per PPP $ of GDP),
2284,"Korea, Rep.",KOR,CO2 emissions (kg per PPP $ of GDP),0.287725169888175
2285,Kosovo,XKX,CO2 emissions (kg per PPP $ of GDP),
2286,Kuwait,KWT,CO2 emissions (kg per PPP $ of GDP),0.418310821227049
2287,Kyrgyz Republic,KGZ,CO2 emissions (kg per PPP $ of GDP),0.330974858791164
2288,Lao PDR,LAO,CO2 emissions (kg per PPP $ of GDP),0.342233229617995
2289,Latvia,LVA,CO2 emissions (kg per PPP $ of GDP),0.12854670624272
2290,Lebanon,LBN,CO2 emissions (kg per PPP $ of GDP),0.253076090133972
2291,Lesotho,LSO,CO2 emissions (kg per PPP $ of GDP),0.455277306591622
2292,Liberia,LBR,CO2 emissions (kg per PPP $ of GDP),0.178686548862872
2293,Libya,LBY,CO2 emissions (kg per PPP $ of GDP),0.573866591669861
2294,Liechtenstein,LIE,CO2 emissions (kg per PPP $ of GDP),
2295,Lithuania,LTU,CO2 emissions (kg per PPP $ of GDP),0.113821622217759
2296,Luxembourg,LUX,CO2 emissions (kg per PPP $ of GDP),0.131426362430491
2297,"Macao SAR, China",MAC,CO2 emissions (kg per PPP $ of GDP),
2298,Madagascar,MDG,CO2 emissions (kg per PPP $ of GDP),0.0787109467775542
2299,Malawi,MWI,CO2 emissions (kg per PPP $ of GDP),0.0574457121653057
2300,Malaysia,MYS,CO2 emissions (kg per PPP $ of GDP),0.269322238620067
2301,Maldives,MDV,CO2 emissions (kg per PPP $ of GDP),0.192430613723998
2302,Mali,MLI,CO2 emissions (kg per PPP $ of GDP),0.125969504173638
2303,Malta,MLT,CO2 emissions (kg per PPP $ of GDP),0.0719009713528516
2304,Marshall Islands,MHL,CO2 emissions (kg per PPP $ of GDP),0.83444924670095
2305,Mauritania,MRT,CO2 emissions (kg per PPP $ of GDP),0.175928594716968
2306,Mauritius,MUS,CO2 emissions (kg per PPP $ of GDP),0.143528863657332
2307,Mexico,MEX,CO2 emissions (kg per PPP $ of GDP),0.184692953138088
2308,"Micronesia, Fed. Sts.",FSM,CO2 emissions (kg per PPP $ of GDP),0.450905527684399
2309,Moldova,MDA,CO2 emissions (kg per PPP $ of GDP),0.250539980859802
2310,Monaco,MCO,CO2 emissions (kg per PPP $ of GDP),
2311,Mongolia,MNG,CO2 emissions (kg per PPP $ of GDP),0.551163137684052
2312,Montenegro,MNE,CO2 emissions (kg per PPP $ of GDP),0.187957252934437
2313,Morocco,MAR,CO2 emissions (kg per PPP $ of GDP),0.238932080452533
2314,Mozambique,MOZ,CO2 emissions (kg per PPP $ of GDP),0.170451135901647
2315,Myanmar,MMR,CO2 emissions (kg per PPP $ of GDP),0.117572834785119
2316,Namibia,NAM,CO2 emissions (kg per PPP $ of GDP),0.167970030139567
2317,Nauru,NRU,CO2 emissions (kg per PPP $ of GDP),0.469467483961984
2318,Nepal,NPL,CO2 emissions (kg per PPP $ of GDP),0.110803189922498
2319,Netherlands,NLD,CO2 emissions (kg per PPP $ of GDP),0.151513946823396
2320,New Caledonia,NCL,CO2 emissions (kg per PPP $ of GDP),
2321,New Zealand,NZL,CO2 emissions (kg per PPP $ of GDP),0.149613765050323
2322,Nicaragua,NIC,CO2 emissions (kg per PPP $ of GDP),0.137341050331306
2323,Niger,NER,CO2 emissions (kg per PPP $ of GDP),0.082969920814217
2324,Nigeria,NGA,CO2 emissions (kg per PPP $ of GDP),0.126374191615966
2325,North Macedonia,MKD,CO2 emissions (kg per PPP $ of GDP),0.212230273216506
2326,Northern Mariana Islands,MNP,CO2 emissions (kg per PPP $ of GDP),
2327,Norway,NOR,CO2 emissions (kg per PPP $ of GDP),0.100865188905147
2328,Oman,OMN,CO2 emissions (kg per PPP $ of GDP),0.52329534594921
2329,Pakistan,PAK,CO2 emissions (kg per PPP $ of GDP),0.202300881962513
2330,Palau,PLW,CO2 emissions (kg per PPP $ of GDP),0.8572582751717
2331,Panama,PAN,CO2 emissions (kg per PPP $ of GDP),0.076443411701334
2332,Papua New Guinea,PNG,CO2 emissions (kg per PPP $ of GDP),0.202019438290822
2333,Paraguay,PRY,CO2 emissions (kg per PPP $ of GDP),0.0921499335528159
2334,Peru,PER,CO2 emissions (kg per PPP $ of GDP),0.129644015597541
2335,Philippines,PHL,CO2 emissions (kg per PPP $ of GDP),0.152935558448025
2336,Poland,POL,CO2 emissions (kg per PPP $ of GDP),0.257531286099111
2337,Portugal,PRT,CO2 emissions (kg per PPP $ of GDP),0.13857330267911
2338,Puerto Rico,PRI,CO2 emissions (kg per PPP $ of GDP),
2339,Qatar,QAT,CO2 emissions (kg per PPP $ of GDP),0.347978159140203
2340,Romania,ROU,CO2 emissions (kg per PPP $ of GDP),0.131462881677376
2341,Russian Federation,RUS,CO2 emissions (kg per PPP $ of GDP),0.381717281704398
2342,Rwanda,RWA,CO2 emissions (kg per PPP $ of GDP),0.0410448533101027
2343,Samoa,WSM,CO2 emissions (kg per PPP $ of GDP),0.252291425678462
2344,San Marino,SMR,CO2 emissions (kg per PPP $ of GDP),
2345,Sao Tome and Principe,STP,CO2 emissions (kg per PPP $ of GDP),0.162235529682682
2346,Saudi Arabia,SAU,CO2 emissions (kg per PPP $ of GDP),0.313299194820432
2347,Senegal,SEN,CO2 emissions (kg per PPP $ of GDP),0.183512012112447
2348,Serbia,SRB,CO2 emissions (kg per PPP $ of GDP),0.367722129718961
2349,Seychelles,SYC,CO2 emissions (kg per PPP $ of GDP),0.228849458362192
2350,Sierra Leone,SLE,CO2 emissions (kg per PPP $ of GDP),0.0782811640405836
2351,Singapore,SGP,CO2 emissions (kg per PPP $ of GDP),0.0835060462345677
2352,Sint Maarten (Dutch part),SXM,CO2 emissions (kg per PPP $ of GDP),
2353,Slovak Republic,SVK,CO2 emissions (kg per PPP $ of GDP),0.192306726859736
2354,Slovenia,SVN,CO2 emissions (kg per PPP $ of GDP),0.17408669086809
2355,Solomon Islands,SLB,CO2 emissions (kg per PPP $ of GDP),0.205161175482474
2356,Somalia,SOM,CO2 emissions (kg per PPP $ of GDP),0.0517981350491433
2357,South Africa,ZAF,CO2 emissions (kg per PPP $ of GDP),0.57973658058049
2358,South Sudan,SSD,CO2 emissions (kg per PPP $ of GDP),0.14889392495148
2359,Spain,ESP,CO2 emissions (kg per PPP $ of GDP),0.135567891277576
2360,Sri Lanka,LKA,CO2 emissions (kg per PPP $ of GDP),0.0757951972034327
2361,St. Kitts and Nevis,KNA,CO2 emissions (kg per PPP $ of GDP),0.186937297711022
2362,St. Lucia,LCA,CO2 emissions (kg per PPP $ of GDP),0.137201325007075
2363,St. Martin (French part),MAF,CO2 emissions (kg per PPP $ of GDP),
2364,St. Vincent and the Grenadines,VCT,CO2 emissions (kg per PPP $ of GDP),0.199017511466476
2365,Sudan,SDN,CO2 emissions (kg per PPP $ of GDP),0.1086206166334
2366,Suriname,SUR,CO2 emissions (kg per PPP $ of GDP),0.18555117515445
2367,Sweden,SWE,CO2 emissions (kg per PPP $ of GDP),0.0660651781390821
2368,Switzerland,CHE,CO2 emissions (kg per PPP $ of GDP),0.0613897719516878
2369,Syrian Arab Republic,SYR,CO2 emissions (kg per PPP $ of GDP),
2370,Tajikistan,TJK,CO2 emissions (kg per PPP $ of GDP),0.230295973778343
2371,Tanzania,TZA,CO2 emissions (kg per PPP $ of GDP),0.0798702355496587
2372,Thailand,THA,CO2 emissions (kg per PPP $ of GDP),0.200431557182485
2373,Timor-Leste,TLS,CO2 emissions (kg per PPP $ of GDP),0.161520579864925
2374,Togo,TGO,CO2 emissions (kg per PPP $ of GDP),0.135715275286292
2375,Tonga,TON,CO2 emissions (kg per PPP $ of GDP),0.280432675517868
2376,Trinidad and Tobago,TTO,CO2 emissions (kg per PPP $ of GDP),0.475377101543759
2377,Tunisia,TUN,CO2 emissions (kg per PPP $ of GDP),0.235185999083824
2378,Turkey,TUR,CO2 emissions (kg per PPP $ of GDP),0.17948775360498
2379,Turkmenistan,TKM,CO2 emissions (kg per PPP $ of GDP),0.806461435624301
2380,Turks and Caicos Islands,TCA,CO2 emissions (kg per PPP $ of GDP),
2381,Tuvalu,TUV,CO2 emissions (kg per PPP $ of GDP),0.21512961647751
2382,Uganda,UGA,CO2 emissions (kg per PPP $ of GDP),0.0660228867286919
2383,Ukraine,UKR,CO2 emissions (kg per PPP $ of GDP),0.347104518126872
2384,United Arab Emirates,ARE,CO2 emissions (kg per PPP $ of GDP),0.303276122374575
2385,United Kingdom,GBR,CO2 emissions (kg per PPP $ of GDP),0.114510698891396
2386,United States,USA,CO2 emissions (kg per PPP $ of GDP),0.241671531549254
2387,Uruguay,URY,CO2 emissions (kg per PPP $ of GDP),0.0801353208218182
2388,Uzbekistan,UZB,CO2 emissions (kg per PPP $ of GDP),0.491666552037082
2389,Vanuatu,VUT,CO2 emissions (kg per PPP $ of GDP),0.194150287698483
2390,"Venezuela, RB",VEN,CO2 emissions (kg per PPP $ of GDP),
2391,Vietnam,VNM,CO2 emissions (kg per PPP $ of GDP),0.347422509386836
2392,Virgin Islands (U.S.),VIR,CO2 emissions (kg per PPP $ of GDP),
2393,West Bank and Gaza,PSE,CO2 emissions (kg per PPP $ of GDP),
2394,World,WLD,CO2 emissions (kg per PPP $ of GDP),0.262945433578982
2395,"Yemen, Rep.",YEM,CO2 emissions (kg per PPP $ of GDP),
2396,Zambia,ZMB,CO2 emissions (kg per PPP $ of GDP),0.123697687886478
2397,Zimbabwe,ZWE,CO2 emissions (kg per PPP $ of GDP),0.248339623909826
2398,Afghanistan,AFG,CO2 emissions (kt),7440.0
2399,Albania,ALB,CO2 emissions (kt),5560.0
2400,Algeria,DZA,CO2 emissions (kt),151670.0
2401,American Samoa,ASM,CO2 emissions (kt),
2402,Andorra,AND,CO2 emissions (kt),460.0
2403,Angola,AGO,CO2 emissions (kt),27340.0
2404,Antigua and Barbuda,ATG,CO2 emissions (kt),530.0
2405,Argentina,ARG,CO2 emissions (kt),177410.0
2406,Armenia,ARM,CO2 emissions (kt),5550.0
2407,Aruba,ABW,CO2 emissions (kt),
2408,Australia,AUS,CO2 emissions (kt),386620.0
2409,Austria,AUT,CO2 emissions (kt),63180.0
2410,Azerbaijan,AZE,CO2 emissions (kt),32020.0
2411,"Bahamas, The",BHS,CO2 emissions (kt),2260.0
2412,Bahrain,BHR,CO2 emissions (kt),30750.0
2413,Bangladesh,BGD,CO2 emissions (kt),82760.0
2414,Barbados,BRB,CO2 emissions (kt),1250.0
2415,Belarus,BLR,CO2 emissions (kt),59310.0
2416,Belgium,BEL,CO2 emissions (kt),93470.0
2417,Belize,BLZ,CO2 emissions (kt),680.0
2418,Benin,BEN,CO2 emissions (kt),7910.0
2419,Bermuda,BMU,CO2 emissions (kt),
2420,Bhutan,BTN,CO2 emissions (kt),1380.0
2421,Bolivia,BOL,CO2 emissions (kt),22710.0
2422,Bosnia and Herzegovina,BIH,CO2 emissions (kt),22540.0
2423,Botswana,BWA,CO2 emissions (kt),8210.0
2424,Brazil,BRA,CO2 emissions (kt),427710.0
2425,British Virgin Islands,VGB,CO2 emissions (kt),
2426,Brunei Darussalam,BRN,CO2 emissions (kt),7140.0
2427,Bulgaria,BGR,CO2 emissions (kt),41130.0
2428,Burkina Faso,BFA,CO2 emissions (kt),4270.0
2429,Burundi,BDI,CO2 emissions (kt),590.0
2430,Cabo Verde,CPV,CO2 emissions (kt),620.0
2431,Cambodia,KHM,CO2 emissions (kt),11160.0
2432,Cameroon,CMR,CO2 emissions (kt),8620.0
2433,Canada,CAN,CO2 emissions (kt),574400.0
2434,Cayman Islands,CYM,CO2 emissions (kt),
2435,Central African Republic,CAF,CO2 emissions (kt),330.0
2436,Chad,TCD,CO2 emissions (kt),1070.0
2437,Channel Islands,CHI,CO2 emissions (kt),
2438,Chile,CHL,CO2 emissions (kt),86620.0
2439,China,CHN,CO2 emissions (kt),10313460.0
2440,Colombia,COL,CO2 emissions (kt),79490.0
2441,Comoros,COM,CO2 emissions (kt),260.0
2442,"Congo, Dem. Rep.",COD,CO2 emissions (kt),2200.0
2443,"Congo, Rep.",COG,CO2 emissions (kt),3220.0
2444,Costa Rica,CRI,CO2 emissions (kt),8260.0
2445,Cote d'Ivoire,CIV,CO2 emissions (kt),9910.0
2446,Croatia,HRV,CO2 emissions (kt),16580.0
2447,Cuba,CUB,CO2 emissions (kt),24970.0
2448,Curacao,CUW,CO2 emissions (kt),
2449,Cyprus,CYP,CO2 emissions (kt),7230.0
2450,Czech Republic,CZE,CO2 emissions (kt),102480.0
2451,Denmark,DNK,CO2 emissions (kt),33380.0
2452,Djibouti,DJI,CO2 emissions (kt),490.0
2453,Dominica,DMA,CO2 emissions (kt),180.0
2454,Dominican Republic,DOM,CO2 emissions (kt),25120.0
2455,Ecuador,ECU,CO2 emissions (kt),39530.0
2456,"Egypt, Arab Rep.",EGY,CO2 emissions (kt),246260.0
2457,El Salvador,SLV,CO2 emissions (kt),6810.0
2458,Equatorial Guinea,GNQ,CO2 emissions (kt),6670.0
2459,Eritrea,ERI,CO2 emissions (kt),800.0
2460,Estonia,EST,CO2 emissions (kt),16000.0
2461,Eswatini,SWZ,CO2 emissions (kt),1090.0
2462,Ethiopia,ETH,CO2 emissions (kt),16280.0
2463,Faroe Islands,FRO,CO2 emissions (kt),
2464,Fiji,FJI,CO2 emissions (kt),1900.0
2465,Finland,FIN,CO2 emissions (kt),44360.0
2466,France,FRA,CO2 emissions (kt),309960.0
2467,French Polynesia,PYF,CO2 emissions (kt),
2468,Gabon,GAB,CO2 emissions (kt),4610.0
2469,"Gambia, The",GMB,CO2 emissions (kt),570.0
2470,Georgia,GEO,CO2 emissions (kt),9460.0
2471,Germany,DEU,CO2 emissions (kt),709540.0
2472,Ghana,GHA,CO2 emissions (kt),16110.0
2473,Gibraltar,GIB,CO2 emissions (kt),
2474,Greece,GRC,CO2 emissions (kt),65290.0
2475,Greenland,GRL,CO2 emissions (kt),
2476,Grenada,GRD,CO2 emissions (kt),300.0
2477,Guam,GUM,CO2 emissions (kt),
2478,Guatemala,GTM,CO2 emissions (kt),18210.0
2479,Guinea,GIN,CO2 emissions (kt),3120.0
2480,Guinea-Bissau,GNB,CO2 emissions (kt),310.0
2481,Guyana,GUY,CO2 emissions (kt),2440.0
2482,Haiti,HTI,CO2 emissions (kt),3330.0
2483,Honduras,HND,CO2 emissions (kt),9770.0
2484,"Hong Kong SAR, China",HKG,CO2 emissions (kt),
2485,Hungary,HUN,CO2 emissions (kt),46390.0
2486,Iceland,ISL,CO2 emissions (kt),2200.0
2487,India,IND,CO2 emissions (kt),2434520.0
2488,Indonesia,IDN,CO2 emissions (kt),583110.0
2489,"Iran, Islamic Rep.",IRN,CO2 emissions (kt),629290.0
2490,Iraq,IRQ,CO2 emissions (kt),188140.0
2491,Ireland,IRL,CO2 emissions (kt),37110.0
2492,Isle of Man,IMN,CO2 emissions (kt),
2493,Israel,ISR,CO2 emissions (kt),61970.0
2494,Italy,ITA,CO2 emissions (kt),324850.0
2495,Jamaica,JAM,CO2 emissions (kt),8510.0
2496,Japan,JPN,CO2 emissions (kt),1106150.0
2497,Jordan,JOR,CO2 emissions (kt),24700.0
2498,Kazakhstan,KAZ,CO2 emissions (kt),220450.0
2499,Kenya,KEN,CO2 emissions (kt),18400.0
2500,Kiribati,KIR,CO2 emissions (kt),80.0
2501,"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),18120.0
2502,"Korea, Rep.",KOR,CO2 emissions (kt),630870.0
2503,Kosovo,XKX,CO2 emissions (kt),
2504,Kuwait,KWT,CO2 emissions (kt),89460.0
2505,Kyrgyz Republic,KGZ,CO2 emissions (kt),11000.0
2506,Lao PDR,LAO,CO2 emissions (kt),18790.0
2507,Latvia,LVA,CO2 emissions (kt),7630.0
2508,Lebanon,LBN,CO2 emissions (kt),27710.0
2509,Lesotho,LSO,CO2 emissions (kt),2570.0
2510,Liberia,LBR,CO2 emissions (kt),1320.0
2511,Libya,LBY,CO2 emissions (kt),58940.0
2512,Liechtenstein,LIE,CO2 emissions (kt),140.0
2513,Lithuania,LTU,CO2 emissions (kt),11590.0
2514,Luxembourg,LUX,CO2 emissions (kt),9320.0
2515,"Macao SAR, China",MAC,CO2 emissions (kt),
2516,Madagascar,MDG,CO2 emissions (kt),3370.0
2517,Malawi,MWI,CO2 emissions (kt),1570.0
2518,Malaysia,MYS,CO2 emissions (kt),239620.0
2519,Maldives,MDV,CO2 emissions (kt),1910.0
2520,Mali,MLI,CO2 emissions (kt),5620.0
2521,Malta,MLT,CO2 emissions (kt),1550.0
2522,Marshall Islands,MHL,CO2 emissions (kt),190.0
2523,Mauritania,MRT,CO2 emissions (kt),4000.0
2524,Mauritius,MUS,CO2 emissions (kt),4130.0
2525,Mexico,MEX,CO2 emissions (kt),472140.0
2526,"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),180.0
2527,Moldova,MDA,CO2 emissions (kt),8590.0
2528,Monaco,MCO,CO2 emissions (kt),
2529,Mongolia,MNG,CO2 emissions (kt),21320.0
2530,Montenegro,MNE,CO2 emissions (kt),2520.0
2531,Morocco,MAR,CO2 emissions (kt),66680.0
2532,Mozambique,MOZ,CO2 emissions (kt),6640.0
2533,Myanmar,MMR,CO2 emissions (kt),32520.0
2534,Namibia,NAM,CO2 emissions (kt),4250.0
2535,Nauru,NRU,CO2 emissions (kt),70.0
2536,Nepal,NPL,CO2 emissions (kt),12030.0
2537,Netherlands,NLD,CO2 emissions (kt),151170.0
2538,New Caledonia,NCL,CO2 emissions (kt),
2539,New Zealand,NZL,CO2 emissions (kt),32210.0
2540,Nicaragua,NIC,CO2 emissions (kt),5210.0
2541,Niger,NER,CO2 emissions (kt),2290.0
2542,Nigeria,NGA,CO2 emissions (kt),130670.0
2543,North Macedonia,MKD,CO2 emissions (kt),7370.0
2544,Northern Mariana Islands,MNP,CO2 emissions (kt),
2545,Norway,NOR,CO2 emissions (kt),37350.0
2546,Oman,OMN,CO2 emissions (kt),73370.0
2547,Pakistan,PAK,CO2 emissions (kt),208370.0
2548,Palau,PLW,CO2 emissions (kt),290.0
2549,Panama,PAN,CO2 emissions (kt),10140.0
2550,Papua New Guinea,PNG,CO2 emissions (kt),7460.0
2551,Paraguay,PRY,CO2 emissions (kt),8420.0
2552,Peru,PER,CO2 emissions (kt),54280.0
2553,Philippines,PHL,CO2 emissions (kt),142240.0
2554,Poland,POL,CO2 emissions (kt),312740.0
2555,Portugal,PRT,CO2 emissions (kt),49780.0
2556,Puerto Rico,PRI,CO2 emissions (kt),
2557,Qatar,QAT,CO2 emissions (kt),90170.0
2558,Romania,ROU,CO2 emissions (kt),74880.0
2559,Russian Federation,RUS,CO2 emissions (kt),1607550.0
2560,Rwanda,RWA,CO2 emissions (kt),1080.0
2561,Samoa,WSM,CO2 emissions (kt),320.0
2562,San Marino,SMR,CO2 emissions (kt),
2563,Sao Tome and Principe,STP,CO2 emissions (kt),140.0
2564,Saudi Arabia,SAU,CO2 emissions (kt),514600.0
2565,Senegal,SEN,CO2 emissions (kt),9860.0
2566,Serbia,SRB,CO2 emissions (kt),45540.0
2567,Seychelles,SYC,CO2 emissions (kt),620.0
2568,Sierra Leone,SLE,CO2 emissions (kt),1020.0
2569,Singapore,SGP,CO2 emissions (kt),47360.0
2570,Sint Maarten (Dutch part),SXM,CO2 emissions (kt),
2571,Slovak Republic,SVK,CO2 emissions (kt),33000.0
2572,Slovenia,SVN,CO2 emissions (kt),14050.0
2573,Solomon Islands,SLB,CO2 emissions (kt),370.0
2574,Somalia,SOM,CO2 emissions (kt),690.0
2575,South Africa,ZAF,CO2 emissions (kt),433250.0
2576,South Sudan,SSD,CO2 emissions (kt),1380.0
2577,Spain,ESP,CO2 emissions (kt),258340.0
2578,Sri Lanka,LKA,CO2 emissions (kt),21630.0
2579,St. Kitts and Nevis,KNA,CO2 emissions (kt),260.0
2580,St. Lucia,LCA,CO2 emissions (kt),390.0
2581,St. Martin (French part),MAF,CO2 emissions (kt),
2582,St. Vincent and the Grenadines,VCT,CO2 emissions (kt),280.0
2583,Sudan,SDN,CO2 emissions (kt),20200.0
2584,Suriname,SUR,CO2 emissions (kt),2080.0
2585,Sweden,SWE,CO2 emissions (kt),36000.0
2586,Switzerland,CHE,CO2 emissions (kt),37480.0
2587,Syrian Arab Republic,SYR,CO2 emissions (kt),27910.0
2588,Tajikistan,TJK,CO2 emissions (kt),7330.0
2589,Tanzania,TZA,CO2 emissions (kt),11580.0
2590,Thailand,THA,CO2 emissions (kt),257860.0
2591,Timor-Leste,TLS,CO2 emissions (kt),640.0
2592,Togo,TGO,CO2 emissions (kt),2260.0
2593,Tonga,TON,CO2 emissions (kt),190.0
2594,Trinidad and Tobago,TTO,CO2 emissions (kt),17760.0
2595,Tunisia,TUN,CO2 emissions (kt),29980.0
2596,Turkey,TUR,CO2 emissions (kt),412970.0
2597,Turkmenistan,TKM,CO2 emissions (kt),71730.0
2598,Turks and Caicos Islands,TCA,CO2 emissions (kt),
2599,Tuvalu,TUV,CO2 emissions (kt),10.0
2600,Uganda,UGA,CO2 emissions (kt),6130.0
2601,Ukraine,UKR,CO2 emissions (kt),185370.0
2602,United Arab Emirates,ARE,CO2 emissions (kt),200300.0
2603,United Kingdom,GBR,CO2 emissions (kt),358800.0
2604,United States,USA,CO2 emissions (kt),4981300.0
2605,Uruguay,URY,CO2 emissions (kt),6520.0
2606,Uzbekistan,UZB,CO2 emissions (kt),112090.0
2607,Vanuatu,VUT,CO2 emissions (kt),180.0
2608,"Venezuela, RB",VEN,CO2 emissions (kt),138160.0
2609,Vietnam,VNM,CO2 emissions (kt),257860.0
2610,Virgin Islands (U.S.),VIR,CO2 emissions (kt),
2611,West Bank and Gaza,PSE,CO2 emissions (kt),
2612,World,WLD,CO2 emissions (kt),34041045.9740377
2613,"Yemen, Rep.",YEM,CO2 emissions (kt),9310.0
2614,Zambia,ZMB,CO2 emissions (kt),7740.0
2615,Zimbabwe,ZWE,CO2 emissions (kt),12270.0
2616,Afghanistan,AFG,CO2 emissions (metric tons per capita),0.200151071015376
2617,Albania,ALB,CO2 emissions (metric tons per capita),1.93973156347946
2618,Algeria,DZA,CO2 emissions (metric tons per capita),3.59165741835207
2619,American Samoa,ASM,CO2 emissions (metric tons per capita),
2620,Andorra,AND,CO2 emissions (metric tons per capita),5.97340536048203
2621,Angola,AGO,CO2 emissions (metric tons per capita),0.88738036390839
2622,Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),5.50466338464095
2623,Argentina,ARG,CO2 emissions (metric tons per capita),3.9872341980589
2624,Armenia,ARM,CO2 emissions (metric tons per capita),1.88024626821933
2625,Aruba,ABW,CO2 emissions (metric tons per capita),
2626,Australia,AUS,CO2 emissions (metric tons per capita),15.475516485656
2627,Austria,AUT,CO2 emissions (metric tons per capita),7.14663762463773
2628,Azerbaijan,AZE,CO2 emissions (metric tons per capita),3.22140218320925
2629,"Bahamas, The",BHS,CO2 emissions (metric tons per capita),5.86046391017413
2630,Bahrain,BHR,CO2 emissions (metric tons per capita),19.5929758385157
2631,Bangladesh,BGD,CO2 emissions (metric tons per capita),0.512837313770296
2632,Barbados,BRB,CO2 emissions (metric tons per capita),4.36087077867709
2633,Belarus,BLR,CO2 emissions (metric tons per capita),6.25402079970694
2634,Belgium,BEL,CO2 emissions (metric tons per capita),8.17971106113614
2635,Belize,BLZ,CO2 emissions (metric tons per capita),1.77512784836231
2636,Benin,BEN,CO2 emissions (metric tons per capita),0.688722324311593
2637,Bermuda,BMU,CO2 emissions (metric tons per capita),
2638,Bhutan,BTN,CO2 emissions (metric tons per capita),1.82927799192997
2639,Bolivia,BOL,CO2 emissions (metric tons per capita),2.00032766265544
2640,Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),6.78113160660171
2641,Botswana,BWA,CO2 emissions (metric tons per capita),3.64230521985371
2642,Brazil,BRA,CO2 emissions (metric tons per capita),2.04187419904738
2643,British Virgin Islands,VGB,CO2 emissions (metric tons per capita),
2644,Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),16.644908616188
2645,Bulgaria,BGR,CO2 emissions (metric tons per capita),5.85477343393352
2646,Burkina Faso,BFA,CO2 emissions (metric tons per capita),0.21618648458803
2647,Burundi,BDI,CO2 emissions (metric tons per capita),0.0527946300523678
2648,Cabo Verde,CPV,CO2 emissions (metric tons per capita),1.14020052817031
2649,Cambodia,KHM,CO2 emissions (metric tons per capita),0.686777894736518
2650,Cameroon,CMR,CO2 emissions (metric tons per capita),0.341842908431191
2651,Canada,CAN,CO2 emissions (metric tons per capita),15.4970252672198
2652,Cayman Islands,CYM,CO2 emissions (metric tons per capita),
2653,Central African Republic,CAF,CO2 emissions (metric tons per capita),0.0707187056333878
2654,Chad,TCD,CO2 emissions (metric tons per capita),0.0691315979407054
2655,Channel Islands,CHI,CO2 emissions (metric tons per capita),
2656,Chile,CHL,CO2 emissions (metric tons per capita),4.6248722447118
2657,China,CHN,CO2 emissions (metric tons per capita),7.40521134749736
2658,Colombia,COL,CO2 emissions (metric tons per capita),1.6006506184645
2659,Comoros,COM,CO2 emissions (metric tons per capita),0.31237910327974
2660,"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),0.0261692628875174
2661,"Congo, Rep.",COG,CO2 emissions (metric tons per capita),0.613992585944184
2662,Costa Rica,CRI,CO2 emissions (metric tons per capita),1.65218405330354
2663,Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),0.39530538358065
2664,Croatia,HRV,CO2 emissions (metric tons per capita),4.05592876243046
2665,Cuba,CUB,CO2 emissions (metric tons per capita),2.20230009386014
2666,Curacao,CUW,CO2 emissions (metric tons per capita),
2667,Cyprus,CYP,CO2 emissions (metric tons per capita),6.07940050216016
2668,Czech Republic,CZE,CO2 emissions (metric tons per capita),9.64070499819002
2669,Denmark,DNK,CO2 emissions (metric tons per capita),5.76149416359606
2670,Djibouti,DJI,CO2 emissions (metric tons per capita),0.51098993349831
2671,Dominica,DMA,CO2 emissions (metric tons per capita),2.51305391896797
2672,Dominican Republic,DOM,CO2 emissions (metric tons per capita),2.36375764821923
2673,Ecuador,ECU,CO2 emissions (metric tons per capita),2.31381230047905
2674,"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),2.50204214229022
2675,El Salvador,SLV,CO2 emissions (metric tons per capita),1.0606254107782
2676,Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),5.09562509645018
2677,Eritrea,ERI,CO2 emissions (metric tons per capita),0.231696216140132
2678,Estonia,EST,CO2 emissions (metric tons per capita),12.1030850007224
2679,Eswatini,SWZ,CO2 emissions (metric tons per capita),0.959275667664666
2680,Ethiopia,ETH,CO2 emissions (metric tons per capita),0.149050931014413
2681,Faroe Islands,FRO,CO2 emissions (metric tons per capita),
2682,Fiji,FJI,CO2 emissions (metric tons per capita),2.15056197580052
2683,Finland,FIN,CO2 emissions (metric tons per capita),8.04275204989552
2684,France,FRA,CO2 emissions (metric tons per capita),4.61924120513374
